             v1        OLR1_CO2        OLR2_CO2
      430.10000         0.32721         0.32677
      431.10000         0.31390         0.31351
      432.10000         0.26696         0.26667
      433.10000         0.25292         0.25275
      434.10000         0.30318         0.30285
      435.10000         0.33379         0.33332
      436.10000         0.28070         0.28045
      437.10000         0.34441         0.34384
      438.10000         0.36066         0.36000
      439.10000         0.36385         0.36316
      440.10000         0.35876         0.35810
      441.10000         0.34463         0.34405
      442.10000         0.28590         0.28575
      443.10000         0.24882         0.24865
      444.10000         0.30382         0.30346
      445.10000         0.30027         0.29992
      446.10000         0.25665         0.25645
      447.10000         0.36166         0.36094
      448.10000         0.36870         0.36793
      449.10000         0.35134         0.35070
      450.10000         0.36725         0.36648
      451.10000         0.35947         0.35877
      452.10000         0.35060         0.34993
      453.10000         0.33463         0.33406
      454.10000         0.27796         0.27761
      455.10000         0.27593         0.27565
      456.10000         0.27236         0.27208
      457.10000         0.20583         0.20572
      458.10000         0.27984         0.27953
      459.10000         0.32662         0.32608
      460.10000         0.27852         0.27810
      461.10000         0.25094         0.25073
      462.10000         0.29573         0.29532
      463.10000         0.29571         0.29533
      464.10000         0.32043         0.31991
      465.10000         0.34010         0.33945
      466.10000         0.33313         0.33253
      467.10000         0.29992         0.29952
      468.10000         0.35831         0.35749
      469.10000         0.30605         0.30557
      470.10000         0.35605         0.35530
      471.10000         0.36396         0.36303
      472.10000         0.34961         0.34881
      473.10000         0.22341         0.22325
      474.10000         0.24467         0.24445
      475.10000         0.28702         0.28663
      476.10000         0.31568         0.31514
      477.10000         0.35055         0.34973
      478.10000         0.36756         0.36658
      479.10000         0.37659         0.37553
      480.10000         0.38434         0.38318
      481.10000         0.38606         0.38484
      482.10000         0.39314         0.39185
      483.10000         0.38191         0.38070
      484.10000         0.36213         0.36110
      485.10000         0.28546         0.28492
      486.10000         0.27191         0.27154
      487.10000         0.31824         0.31761
      488.10000         0.35358         0.35266
      489.10000         0.37297         0.37182
      490.10000         0.37322         0.37206
      491.10000         0.33948         0.33853
      492.10000         0.38748         0.38610
      493.10000         0.32251         0.32182
      494.10000         0.35589         0.35469
      495.10000         0.31001         0.30936
      496.10000         0.33334         0.33254
      497.10000         0.36629         0.36514
      498.10000         0.38564         0.38423
      499.10000         0.39225         0.39071
      500.10000         0.39370         0.39214
      501.10000         0.34261         0.34167
      502.10000         0.39067         0.38909
      503.10000         0.38753         0.38594
      504.10000         0.35720         0.35582
      505.10000         0.35424         0.35291
